payment_id,customer_id,amount,payment_method,failure_reason,retry_attempts,prior_failures,hours_since_failure,customer_txn_frequency_90d,event_timestamp,true_recovery_probability,recovered
P100456,C252,12294.07,UPI,REPEATED_DECLINE,1,2,9.7,8,2026-01-13T01:00:00,0.2479,1
P100457,C301,2160.35,CARD,REPEATED_DECLINE,1,0,12.4,13,2026-03-23T02:00:00,0.3464,1
P100458,C510,6747.08,UPI,BANK_TECHNICAL_FAILURE,1,1,9.8,29,2026-02-25T02:00:00,0.97,1
P100459,C426,3318.78,UPI,CUSTOMER_ABANDONMENT,3,1,8.4,19,2026-01-22T07:00:00,0.2098,0
P100460,C453,883.08,CARD,NETWORK_FAILURE,2,0,9.2,14,2026-03-12T02:00:00,0.7968,1
P100461,C136,956.55,UPI,EXPIRED_PAYMENT_METHOD,0,0,9.9,8,2026-02-17T16:00:00,0.354,0
P100462,C488,1773.93,CARD,UNKNOWN,3,0,36.6,10,2026-02-15T03:00:00,0.2566,0
P100463,C497,1284.85,CARD,NETWORK_FAILURE,2,1,38.8,2,2026-02-27T23:00:00,0.7316,1
P100464,C11,3221.32,CARD,CUSTOMER_ABANDONMENT,1,0,13.4,23,2026-02-28T23:00:00,0.3144,0
P100465,C553,12516.0,EMI,EXPIRED_PAYMENT_METHOD,3,1,10.7,4,2026-03-03T14:00:00,0.2847,1
P100466,C452,12746.36,CARD,INSUFFICIENT_FUNDS,1,0,6.9,20,2026-03-17T20:00:00,0.4781,1
P100467,C95,1459.67,UPI,REPEATED_DECLINE,0,1,7.5,14,2026-02-09T06:00:00,0.3534,0
P100468,C124,2609.38,WALLET,CUSTOMER_ABANDONMENT,2,0,1.4,21,2026-02-15T01:00:00,0.3034,0
P100469,C215,4004.58,UPI,REPEATED_DECLINE,2,1,5.5,29,2026-02-07T06:00:00,0.3041,0
P100470,C111,1128.73,UPI,REPEATED_DECLINE,2,1,0.1,24,2026-01-12T01:00:00,0.1975,0
P100471,C263,3912.03,CARD,INSUFFICIENT_FUNDS,1,1,9.6,13,2026-01-13T07:00:00,0.4267,1
P100472,C222,1944.64,CARD,BANK_TECHNICAL_FAILURE,2,2,2.0,17,2026-01-26T02:00:00,0.8416,0
P100473,C171,3935.11,UPI,BANK_TECHNICAL_FAILURE,1,0,11.8,6,2026-02-09T19:00:00,0.84,1
P100474,C318,21235.78,UPI,CUSTOMER_ABANDONMENT,0,1,30.9,10,2026-02-04T21:00:00,0.5086,1
P100475,C555,11228.84,CARD,EXPIRED_PAYMENT_METHOD,2,1,7.9,25,2026-02-05T10:00:00,0.258,0
P100476,C284,2296.8,UPI,CUSTOMER_ABANDONMENT,1,0,43.2,19,2026-03-21T23:00:00,0.3421,0
P100477,C379,4206.9,NETBANKING,REPEATED_DECLINE,1,2,39.9,14,2026-01-20T12:00:00,0.02,0
P100478,C24,10460.82,CARD,REPEATED_DECLINE,1,3,13.0,20,2026-01-15T11:00:00,0.3034,0
P100479,C396,1793.4,CARD,CUSTOMER_ABANDONMENT,1,1,10.3,26,2026-02-26T16:00:00,0.3191,1
P100480,C290,3613.03,CARD,REPEATED_DECLINE,2,1,41.1,12,2026-01-05T19:00:00,0.2162,0
P100481,C560,6862.92,UPI,REPEATED_DECLINE,2,2,11.0,18,2026-01-22T09:00:00,0.163,0
P100482,C563,1329.34,CARD,INSUFFICIENT_FUNDS,0,1,5.4,2,2026-02-13T18:00:00,0.2571,1
P100483,C206,7746.48,CARD,BANK_TECHNICAL_FAILURE,0,2,3.8,20,2026-03-20T13:00:00,0.769,1
P100484,C36,594.38,NETBANKING,UNKNOWN,1,1,18.2,24,2026-01-15T10:00:00,0.3407,1
P100485,C361,1108.34,WALLET,BANK_TECHNICAL_FAILURE,2,0,24.7,8,2026-03-05T08:00:00,0.5819,0
P100486,C191,1828.52,UPI,INSUFFICIENT_FUNDS,0,1,64.1,8,2026-03-11T00:00:00,0.3297,1
P100487,C392,2031.14,UPI,REPEATED_DECLINE,1,1,36.0,3,2026-01-19T09:00:00,0.1118,0
P100488,C39,2699.12,UPI,NETWORK_FAILURE,1,3,12.2,10,2026-02-27T03:00:00,0.8785,1
P100489,C258,1034.54,CARD,BANK_TECHNICAL_FAILURE,1,1,20.3,9,2026-02-25T08:00:00,0.8957,1
P100490,C460,2817.27,UPI,INSUFFICIENT_FUNDS,0,0,19.5,17,2026-02-05T19:00:00,0.3948,0
P100491,C359,11109.8,CARD,UNKNOWN,0,0,16.4,15,2026-02-20T06:00:00,0.5885,0
P100492,C329,1429.25,UPI,NETWORK_FAILURE,1,0,5.5,22,2026-01-15T12:00:00,0.8283,1
P100493,C127,2496.51,UPI,INSUFFICIENT_FUNDS,3,0,22.2,11,2026-01-27T11:00:00,0.5004,1
P100494,C565,401.76,CARD,CUSTOMER_ABANDONMENT,2,0,6.4,27,2026-03-06T13:00:00,0.2677,0
P100495,C261,3944.23,WALLET,CUSTOMER_ABANDONMENT,1,3,2.1,1,2026-03-10T07:00:00,0.02,0
P100496,C71,1824.39,UPI,NETWORK_FAILURE,3,3,0.8,26,2026-02-25T07:00:00,0.902,1
P100497,C515,4577.72,UPI,EXPIRED_PAYMENT_METHOD,0,0,9.9,22,2026-03-09T19:00:00,0.5049,1
P100498,C15,9751.99,UPI,BANK_TECHNICAL_FAILURE,3,2,18.5,8,2026-02-19T21:00:00,0.7543,1
P100499,C387,484.6,WALLET,UNKNOWN,1,0,11.4,20,2026-01-20T18:00:00,0.2071,0
P100500,C583,4388.43,CARD,INSUFFICIENT_FUNDS,2,2,9.2,22,2026-03-25T15:00:00,0.3679,0
P100501,C47,166.24,NETBANKING,INSUFFICIENT_FUNDS,3,1,10.4,19,2026-01-20T13:00:00,0.3902,1
P100502,C252,590.89,UPI,INSUFFICIENT_FUNDS,1,2,21.8,18,2026-02-28T09:00:00,0.2853,0
P100503,C179,8056.06,UPI,NETWORK_FAILURE,2,1,3.3,26,2026-01-05T08:00:00,0.7615,1
P100504,C11,2208.26,UPI,INSUFFICIENT_FUNDS,2,0,12.4,10,2026-01-05T21:00:00,0.2619,1
P100505,C437,4420.08,UPI,NETWORK_FAILURE,2,1,30.5,4,2026-03-21T05:00:00,0.8731,1
P100506,C161,3111.78,UPI,INSUFFICIENT_FUNDS,1,0,8.5,9,2026-02-11T07:00:00,0.3189,1
P100507,C590,6511.35,CARD,BANK_TECHNICAL_FAILURE,0,1,24.5,23,2026-03-23T23:00:00,0.9684,1
P100508,C146,5219.58,CARD,BANK_TECHNICAL_FAILURE,1,0,9.5,26,2026-01-09T21:00:00,0.8498,1
P100509,C479,2568.09,CARD,INSUFFICIENT_FUNDS,1,0,21.6,1,2026-03-24T09:00:00,0.4187,1
P100510,C456,3015.84,CARD,BANK_TECHNICAL_FAILURE,2,1,13.7,29,2026-01-27T09:00:00,0.9223,1
P100511,C592,2077.92,UPI,INSUFFICIENT_FUNDS,1,0,45.7,3,2026-02-13T03:00:00,0.3911,1
P100512,C24,3020.33,NETBANKING,NETWORK_FAILURE,3,1,10.7,29,2026-02-28T13:00:00,0.6435,1
P100513,C524,126.9,CARD,INSUFFICIENT_FUNDS,3,5,20.2,12,2026-02-04T08:00:00,0.3137,0
P100514,C557,1137.75,UPI,UNKNOWN,2,1,6.5,28,2026-01-18T23:00:00,0.4993,0
P100515,C364,1382.3,UPI,INSUFFICIENT_FUNDS,2,2,58.3,29,2026-02-22T12:00:00,0.3235,1
P100516,C190,30552.23,UPI,NETWORK_FAILURE,1,1,0.5,11,2026-02-26T21:00:00,0.97,1
P100517,C574,5873.22,CARD,INSUFFICIENT_FUNDS,1,1,21.6,16,2026-01-04T14:00:00,0.4762,1
P100518,C458,8355.4,UPI,EXPIRED_PAYMENT_METHOD,1,0,2.1,16,2026-01-14T04:00:00,0.4817,0
P100519,C462,484.78,UPI,REPEATED_DECLINE,1,0,13.7,12,2026-02-02T04:00:00,0.3504,0
P100520,C432,1843.22,CARD,INSUFFICIENT_FUNDS,2,0,5.0,21,2026-02-22T10:00:00,0.4881,1
P100521,C419,13216.47,UPI,INSUFFICIENT_FUNDS,2,3,25.9,9,2026-03-25T13:00:00,0.1531,0
P100522,C391,1497.14,UPI,BANK_TECHNICAL_FAILURE,1,0,138.6,14,2026-03-21T14:00:00,0.8879,1
P100523,C233,7364.69,CARD,BANK_TECHNICAL_FAILURE,3,1,21.8,2,2026-02-28T12:00:00,0.6699,1
P100524,C441,19545.26,NETBANKING,INSUFFICIENT_FUNDS,2,2,22.1,2,2026-03-12T02:00:00,0.2419,1
P100525,C242,5349.43,UPI,INSUFFICIENT_FUNDS,1,2,21.6,9,2026-01-29T02:00:00,0.4187,0
P100526,C58,1440.47,CARD,INSUFFICIENT_FUNDS,0,0,15.2,12,2026-03-07T15:00:00,0.3779,1
P100527,C453,8095.69,CARD,REPEATED_DECLINE,0,1,3.7,9,2026-02-12T04:00:00,0.2684,0
P100528,C274,43054.38,CARD,CUSTOMER_ABANDONMENT,0,1,6.1,4,2026-02-28T03:00:00,0.2187,0
P100529,C388,11055.75,CARD,CUSTOMER_ABANDONMENT,3,1,45.0,8,2026-01-09T06:00:00,0.1114,0
P100530,C28,2452.83,CARD,REPEATED_DECLINE,3,3,17.1,12,2026-02-01T16:00:00,0.1476,0
P100531,C39,17865.73,UPI,BANK_TECHNICAL_FAILURE,0,2,6.9,13,2026-01-18T06:00:00,0.97,1
P100532,C379,7153.04,UPI,BANK_TECHNICAL_FAILURE,0,2,10.3,20,2026-01-09T16:00:00,0.9036,1
P100533,C362,14435.13,UPI,BANK_TECHNICAL_FAILURE,3,0,43.4,3,2026-01-01T00:00:00,0.8294,1
P100534,C19,1858.97,NETBANKING,BANK_TECHNICAL_FAILURE,3,2,2.5,26,2026-01-22T08:00:00,0.676,0
P100535,C213,21164.61,CARD,BANK_TECHNICAL_FAILURE,1,0,2.7,19,2026-02-15T14:00:00,0.97,1
P100536,C205,13724.85,CARD,CUSTOMER_ABANDONMENT,3,2,9.5,3,2026-02-12T03:00:00,0.2922,1
P100537,C123,2229.46,CARD,BANK_TECHNICAL_FAILURE,3,1,12.0,7,2026-02-08T15:00:00,0.6737,1
P100538,C511,4823.2,CARD,UNKNOWN,3,1,52.3,24,2026-02-16T16:00:00,0.3985,0
P100539,C226,3865.7,UPI,INSUFFICIENT_FUNDS,3,0,45.7,20,2026-02-19T11:00:00,0.4722,0
P100540,C25,8266.36,EMI,NETWORK_FAILURE,2,2,1.2,10,2026-02-01T12:00:00,0.504,0
P100541,C171,6549.16,CARD,NETWORK_FAILURE,3,0,23.1,8,2026-02-02T17:00:00,0.5894,1
P100542,C554,9142.53,UPI,BANK_TECHNICAL_FAILURE,3,0,99.6,2,2026-01-14T07:00:00,0.6987,1
P100543,C208,6637.99,CARD,UNKNOWN,3,4,13.7,28,2026-03-06T12:00:00,0.4206,0
P100544,C125,5580.52,UPI,NETWORK_FAILURE,2,2,0.5,27,2026-02-21T06:00:00,0.7888,0
P100545,C21,7240.59,UPI,CUSTOMER_ABANDONMENT,1,0,43.3,14,2026-03-23T22:00:00,0.4079,0
P100546,C40,927.68,CARD,REPEATED_DECLINE,0,0,20.7,23,2026-01-26T19:00:00,0.3074,0
P100547,C523,7246.23,NETBANKING,NETWORK_FAILURE,0,0,7.3,9,2026-01-29T01:00:00,0.6796,1
P100548,C555,1637.58,UPI,REPEATED_DECLINE,0,0,18.2,7,2026-02-07T21:00:00,0.1885,0
P100549,C91,898.09,UPI,INSUFFICIENT_FUNDS,0,1,10.2,5,2026-02-05T05:00:00,0.4141,0
P100550,C32,547.2,CARD,CUSTOMER_ABANDONMENT,1,0,18.3,4,2026-02-10T00:00:00,0.335,0
P100551,C221,6028.98,WALLET,REPEATED_DECLINE,1,0,35.0,22,2026-02-07T16:00:00,0.2374,0
P100552,C76,1351.55,UPI,INSUFFICIENT_FUNDS,0,3,44.9,20,2026-02-02T13:00:00,0.343,0
P100553,C374,5782.48,UPI,REPEATED_DECLINE,3,2,0.6,22,2026-02-22T13:00:00,0.2775,1
P100554,C455,1486.04,UPI,EXPIRED_PAYMENT_METHOD,0,1,9.4,16,2026-03-19T00:00:00,0.66,1
P100555,C351,694.79,CARD,EXPIRED_PAYMENT_METHOD,3,0,2.1,28,2026-03-10T06:00:00,0.4757,1
P100556,C484,533.68,CARD,NETWORK_FAILURE,3,3,2.2,12,2026-01-18T20:00:00,0.7892,0
P100557,C78,1624.2,UPI,BANK_TECHNICAL_FAILURE,0,0,26.7,29,2026-03-14T00:00:00,0.9553,1
P100558,C597,4593.76,CARD,INSUFFICIENT_FUNDS,1,3,67.2,27,2026-02-25T03:00:00,0.4606,0
P100559,C101,744.54,UPI,REPEATED_DECLINE,1,2,5.4,28,2026-03-27T20:00:00,0.3961,0
P100560,C139,2649.34,UPI,REPEATED_DECLINE,0,0,43.0,7,2026-01-13T20:00:00,0.303,1
P100561,C11,11518.35,WALLET,REPEATED_DECLINE,0,2,3.7,25,2026-02-25T11:00:00,0.3316,0
P100562,C489,2952.73,CARD,CUSTOMER_ABANDONMENT,3,0,2.2,21,2026-03-05T16:00:00,0.2771,0
P100563,C522,20429.38,EMI,CUSTOMER_ABANDONMENT,0,1,12.1,24,2026-03-21T03:00:00,0.3115,0
P100564,C599,5774.54,UPI,BANK_TECHNICAL_FAILURE,1,0,78.0,3,2026-02-26T07:00:00,0.7335,0
P100565,C311,2228.81,CARD,NETWORK_FAILURE,2,2,31.4,26,2026-03-05T11:00:00,0.7556,1
P100566,C203,2133.83,CARD,NETWORK_FAILURE,3,2,3.1,13,2026-01-19T04:00:00,0.9216,1
P100567,C303,999.19,UPI,BANK_TECHNICAL_FAILURE,2,1,66.4,22,2026-01-23T08:00:00,0.8419,1
P100568,C234,6153.66,CARD,NETWORK_FAILURE,2,1,14.5,26,2026-02-16T03:00:00,0.9116,1
P100569,C164,997.82,CARD,NETWORK_FAILURE,1,3,1.2,28,2026-03-12T16:00:00,0.97,1
P100570,C60,2955.13,CARD,EXPIRED_PAYMENT_METHOD,0,1,5.1,28,2026-01-23T17:00:00,0.7844,1
P100571,C173,454.18,UPI,INSUFFICIENT_FUNDS,2,2,8.0,18,2026-02-27T08:00:00,0.3731,1
P100572,C284,6169.68,UPI,NETWORK_FAILURE,0,0,44.3,29,2026-01-26T06:00:00,0.9523,1
P100573,C297,403.17,UPI,BANK_TECHNICAL_FAILURE,3,0,1.1,22,2026-03-17T20:00:00,0.9494,0
P100574,C509,3875.51,NETBANKING,BANK_TECHNICAL_FAILURE,2,1,35.3,13,2026-02-17T15:00:00,0.7223,0
P100575,C324,3448.76,UPI,CUSTOMER_ABANDONMENT,0,3,10.0,21,2026-03-28T12:00:00,0.5431,1
P100576,C331,3596.4,UPI,REPEATED_DECLINE,1,2,20.0,21,2026-01-01T20:00:00,0.4215,1
P100577,C187,1338.39,NETBANKING,REPEATED_DECLINE,2,1,35.4,19,2026-01-23T07:00:00,0.2014,0
P100578,C57,3736.45,CARD,INSUFFICIENT_FUNDS,1,3,2.4,11,2026-03-15T10:00:00,0.3331,1
P100579,C101,980.31,CARD,NETWORK_FAILURE,0,1,2.5,25,2026-01-05T02:00:00,0.9018,1
P100580,C480,4341.0,UPI,INSUFFICIENT_FUNDS,2,0,2.0,29,2026-02-14T18:00:00,0.4806,0
P100581,C134,1938.53,CARD,NETWORK_FAILURE,0,2,39.1,14,2026-03-31T14:00:00,0.9341,1
P100582,C407,620.57,CARD,NETWORK_FAILURE,3,1,56.6,18,2026-01-31T06:00:00,0.867,1
P100583,C342,2862.99,WALLET,CUSTOMER_ABANDONMENT,0,0,12.8,20,2026-03-28T16:00:00,0.278,0
P100584,C55,10410.35,NETBANKING,EXPIRED_PAYMENT_METHOD,1,2,15.3,17,2026-01-15T01:00:00,0.3314,0
P100585,C370,12800.13,UPI,EXPIRED_PAYMENT_METHOD,2,2,25.9,16,2026-01-11T20:00:00,0.5388,1
P100586,C267,12201.98,WALLET,UNKNOWN,3,1,15.6,4,2026-03-17T11:00:00,0.2643,1
P100587,C436,7997.74,CARD,INSUFFICIENT_FUNDS,0,1,0.6,27,2026-03-31T11:00:00,0.4821,0
P100588,C104,18795.48,CARD,CUSTOMER_ABANDONMENT,1,0,11.6,24,2026-03-31T16:00:00,0.3257,0
P100589,C496,19730.28,CARD,CUSTOMER_ABANDONMENT,1,1,53.7,23,2026-01-21T06:00:00,0.3663,1
P100590,C561,5328.48,NETBANKING,EXPIRED_PAYMENT_METHOD,0,1,2.2,27,2026-02-06T03:00:00,0.5666,0
P100591,C185,745.89,CARD,BANK_TECHNICAL_FAILURE,1,1,0.3,1,2026-01-17T11:00:00,0.7446,1
P100592,C423,521.84,CARD,EXPIRED_PAYMENT_METHOD,2,0,0.7,4,2026-02-21T13:00:00,0.2428,1
P100593,C412,140.26,CARD,INSUFFICIENT_FUNDS,3,1,0.6,2,2026-02-25T11:00:00,0.1081,0
P100594,C435,1513.95,UPI,NETWORK_FAILURE,1,0,17.5,22,2026-01-18T19:00:00,0.7541,0
P100595,C434,637.17,EMI,BANK_TECHNICAL_FAILURE,1,1,1.2,15,2026-02-04T10:00:00,0.8097,0
P100596,C335,3618.89,CARD,BANK_TECHNICAL_FAILURE,1,1,1.5,15,2026-02-02T19:00:00,0.8557,1
P100597,C592,15494.84,CARD,BANK_TECHNICAL_FAILURE,0,1,18.7,10,2026-02-27T16:00:00,0.7915,1
P100598,C165,288.22,WALLET,INSUFFICIENT_FUNDS,1,0,13.5,21,2026-01-18T00:00:00,0.3879,1
P100599,C279,651.29,UPI,REPEATED_DECLINE,2,1,112.9,23,2026-03-14T10:00:00,0.0897,0
P100600,C560,4684.75,CARD,CUSTOMER_ABANDONMENT,1,0,0.0,9,2026-03-25T20:00:00,0.1916,0
P100601,C552,9613.44,NETBANKING,NETWORK_FAILURE,1,1,5.6,1,2026-03-04T20:00:00,0.5431,1
P100602,C337,1468.31,CARD,UNKNOWN,1,1,8.3,29,2026-02-08T18:00:00,0.3759,0
P100603,C233,5421.83,CARD,REPEATED_DECLINE,3,1,9.1,23,2026-02-24T23:00:00,0.3021,1
P100604,C527,1657.39,CARD,CUSTOMER_ABANDONMENT,0,1,7.6,28,2026-03-31T01:00:00,0.3723,0
P100605,C186,6056.97,CARD,NETWORK_FAILURE,2,1,0.5,5,2026-03-18T03:00:00,0.7324,0
P100606,C207,5161.2,CARD,BANK_TECHNICAL_FAILURE,1,2,13.6,12,2026-02-10T00:00:00,0.7734,1
P100607,C28,3253.37,CARD,CUSTOMER_ABANDONMENT,0,1,14.4,14,2026-03-23T17:00:00,0.2038,0
P100608,C492,915.71,CARD,CUSTOMER_ABANDONMENT,0,3,3.3,13,2026-01-04T08:00:00,0.2985,1
P100609,C303,8867.72,EMI,NETWORK_FAILURE,0,2,35.6,10,2026-02-02T03:00:00,0.6846,0
P100610,C592,43939.83,UPI,INSUFFICIENT_FUNDS,2,1,1.0,14,2026-03-05T09:00:00,0.4551,0
P100611,C111,861.81,CARD,BANK_TECHNICAL_FAILURE,0,1,3.4,24,2026-01-03T07:00:00,0.9071,1
P100612,C398,5116.16,UPI,BANK_TECHNICAL_FAILURE,0,1,14.4,14,2026-01-08T19:00:00,0.8124,1
P100613,C468,930.29,CARD,EXPIRED_PAYMENT_METHOD,2,4,20.1,10,2026-03-14T09:00:00,0.2688,0
P100614,C261,12280.91,UPI,CUSTOMER_ABANDONMENT,3,0,31.9,25,2026-01-08T23:00:00,0.2937,0
P100615,C41,479.65,CARD,EXPIRED_PAYMENT_METHOD,1,1,55.7,1,2026-02-15T12:00:00,0.3618,0
P100616,C528,6227.97,CARD,INSUFFICIENT_FUNDS,1,1,70.3,11,2026-01-17T14:00:00,0.3539,0
P100617,C157,1281.04,UPI,CUSTOMER_ABANDONMENT,1,1,28.1,17,2026-01-31T07:00:00,0.3195,0
P100618,C316,3835.68,NETBANKING,CUSTOMER_ABANDONMENT,3,0,10.2,29,2026-03-27T22:00:00,0.1039,0
P100619,C444,2337.95,WALLET,REPEATED_DECLINE,2,1,29.5,11,2026-01-30T12:00:00,0.1101,0
P100620,C501,1194.52,UPI,CUSTOMER_ABANDONMENT,1,0,42.3,27,2026-02-02T07:00:00,0.3081,1
P100621,C230,1498.09,EMI,REPEATED_DECLINE,2,0,7.3,11,2026-01-27T15:00:00,0.1893,0
P100622,C492,1390.26,NETBANKING,NETWORK_FAILURE,1,1,18.5,16,2026-01-25T19:00:00,0.7476,0
P100623,C236,2594.47,UPI,INSUFFICIENT_FUNDS,0,0,24.3,2,2026-03-10T07:00:00,0.381,1
P100624,C13,952.99,CARD,INSUFFICIENT_FUNDS,2,0,9.5,5,2026-01-18T12:00:00,0.4641,0
P100625,C67,1728.88,CARD,BANK_TECHNICAL_FAILURE,0,3,5.4,3,2026-02-10T11:00:00,0.6972,0
P100626,C368,1010.36,UPI,NETWORK_FAILURE,2,1,3.9,9,2026-01-11T07:00:00,0.7543,1
P100627,C556,2385.31,CARD,BANK_TECHNICAL_FAILURE,0,2,55.6,26,2026-01-29T06:00:00,0.97,1
P100628,C448,5539.94,NETBANKING,REPEATED_DECLINE,1,0,3.2,8,2026-03-04T02:00:00,0.2186,0
P100629,C219,1160.31,CARD,CUSTOMER_ABANDONMENT,3,0,20.0,29,2026-03-09T04:00:00,0.1603,0
P100630,C485,8762.68,CARD,REPEATED_DECLINE,2,1,10.1,12,2026-03-18T23:00:00,0.4378,0
P100631,C479,11983.16,EMI,NETWORK_FAILURE,1,0,7.9,27,2026-03-13T03:00:00,0.814,1
P100632,C254,2784.53,UPI,EXPIRED_PAYMENT_METHOD,1,3,32.5,14,2026-01-02T20:00:00,0.6652,1
P100633,C393,9107.6,CARD,EXPIRED_PAYMENT_METHOD,2,0,11.5,8,2026-02-12T11:00:00,0.2604,0
P100634,C404,666.16,UPI,EXPIRED_PAYMENT_METHOD,3,1,54.1,8,2026-01-05T04:00:00,0.2612,0
P100635,C456,2302.1,CARD,REPEATED_DECLINE,3,0,12.9,19,2026-03-07T20:00:00,0.2136,1
P100636,C204,7243.12,CARD,BANK_TECHNICAL_FAILURE,1,0,12.7,5,2026-03-31T22:00:00,0.8478,1
P100637,C8,1676.07,CARD,UNKNOWN,2,1,11.4,15,2026-01-16T10:00:00,0.5396,0
P100638,C21,1441.23,NETBANKING,INSUFFICIENT_FUNDS,2,2,22.1,28,2026-01-04T04:00:00,0.3582,0
P100639,C567,29199.2,CARD,EXPIRED_PAYMENT_METHOD,1,0,9.8,5,2026-02-04T06:00:00,0.308,1
P100640,C350,24483.58,UPI,INSUFFICIENT_FUNDS,3,0,15.7,18,2026-02-09T10:00:00,0.4967,0
P100641,C457,652.14,NETBANKING,REPEATED_DECLINE,2,2,20.1,7,2026-02-26T05:00:00,0.1222,0
P100642,C249,2108.54,NETBANKING,NETWORK_FAILURE,3,1,32.4,22,2026-01-24T03:00:00,0.6871,0
P100643,C510,3734.74,CARD,REPEATED_DECLINE,3,3,1.5,27,2026-01-25T01:00:00,0.1276,0
P100644,C330,16192.64,CARD,BANK_TECHNICAL_FAILURE,0,1,48.1,4,2026-01-20T21:00:00,0.8787,1
P100645,C299,2697.32,UPI,BANK_TECHNICAL_FAILURE,2,1,19.6,6,2026-03-18T15:00:00,0.834,1
P100646,C349,4293.54,CARD,CUSTOMER_ABANDONMENT,3,0,3.5,16,2026-02-22T11:00:00,0.4131,0
P100647,C397,6845.89,NETBANKING,NETWORK_FAILURE,2,1,8.5,27,2026-03-05T05:00:00,0.7769,1
P100648,C391,988.26,CARD,INSUFFICIENT_FUNDS,0,1,0.9,9,2026-01-03T07:00:00,0.3628,1
P100649,C445,19856.43,UPI,CUSTOMER_ABANDONMENT,2,1,16.2,23,2026-03-28T06:00:00,0.4008,0
P100650,C252,2842.8,CARD,EXPIRED_PAYMENT_METHOD,1,0,3.9,23,2026-03-14T13:00:00,0.6984,1
P100651,C532,64867.01,CARD,CUSTOMER_ABANDONMENT,3,1,7.9,10,2026-02-09T05:00:00,0.2218,1
P100652,C61,4697.66,NETBANKING,NETWORK_FAILURE,1,1,15.7,1,2026-03-26T19:00:00,0.6675,1
P100653,C275,9692.36,CARD,EXPIRED_PAYMENT_METHOD,1,2,13.2,14,2026-01-12T02:00:00,0.4568,0
P100654,C548,16789.93,EMI,BANK_TECHNICAL_FAILURE,0,1,2.1,13,2026-02-17T20:00:00,0.7053,1
P100655,C92,9503.79,CARD,NETWORK_FAILURE,0,4,13.8,25,2026-02-05T10:00:00,0.8099,1
P100656,C43,5948.92,CARD,BANK_TECHNICAL_FAILURE,0,0,54.9,3,2026-02-22T00:00:00,0.8869,1
P100657,C456,5711.05,CARD,UNKNOWN,3,0,9.4,7,2026-03-13T07:00:00,0.3602,0
P100658,C81,1800.63,CARD,BANK_TECHNICAL_FAILURE,1,0,10.0,3,2026-02-17T07:00:00,0.6641,0
P100659,C112,4709.01,UPI,UNKNOWN,0,1,38.5,9,2026-03-21T15:00:00,0.3607,1
P100660,C580,11339.1,WALLET,NETWORK_FAILURE,0,1,12.9,11,2026-02-12T19:00:00,0.8507,1
P100661,C24,3809.26,UPI,UNKNOWN,1,1,13.2,2,2026-02-19T07:00:00,0.1,0
P100662,C167,3197.97,UPI,BANK_TECHNICAL_FAILURE,1,2,53.7,21,2026-03-10T05:00:00,0.7929,1
P100663,C472,4590.52,UPI,NETWORK_FAILURE,1,2,8.4,28,2026-01-15T05:00:00,0.8014,1
P100664,C177,3246.73,NETBANKING,REPEATED_DECLINE,1,2,30.5,23,2026-01-16T02:00:00,0.1346,0
P100665,C63,3046.09,CARD,NETWORK_FAILURE,0,0,11.5,1,2026-03-29T05:00:00,0.762,0
P100666,C193,4747.34,UPI,NETWORK_FAILURE,1,0,4.7,22,2026-02-25T19:00:00,0.97,1
P100667,C350,2677.79,EMI,CUSTOMER_ABANDONMENT,2,0,3.6,7,2026-02-27T06:00:00,0.0671,0
P100668,C436,810.71,UPI,INSUFFICIENT_FUNDS,2,1,9.3,3,2026-02-07T13:00:00,0.3638,0
P100669,C208,561.04,UPI,CUSTOMER_ABANDONMENT,3,0,41.4,24,2026-01-22T00:00:00,0.2231,1
P100670,C133,2268.61,WALLET,BANK_TECHNICAL_FAILURE,0,1,5.1,9,2026-02-16T14:00:00,0.6927,1
P100671,C403,1256.6,UPI,CUSTOMER_ABANDONMENT,2,1,24.7,28,2026-01-03T08:00:00,0.2925,0
P100672,C582,11043.28,UPI,INSUFFICIENT_FUNDS,0,4,69.0,13,2026-02-26T12:00:00,0.5413,1
P100673,C585,641.26,CARD,BANK_TECHNICAL_FAILURE,0,1,14.8,16,2026-03-27T06:00:00,0.97,1
P100674,C430,660.62,UPI,REPEATED_DECLINE,2,3,21.6,7,2026-02-24T06:00:00,0.0677,0
P100675,C43,2596.26,CARD,NETWORK_FAILURE,2,0,20.5,18,2026-03-09T14:00:00,0.8105,1
P100676,C278,1238.72,CARD,INSUFFICIENT_FUNDS,2,1,46.0,21,2026-01-22T17:00:00,0.5437,0
P100677,C163,2142.33,UPI,UNKNOWN,2,1,11.4,8,2026-03-05T17:00:00,0.1581,0
P100678,C175,3080.13,UPI,REPEATED_DECLINE,2,3,64.8,12,2026-01-11T17:00:00,0.2275,0
P100679,C20,1993.16,UPI,INSUFFICIENT_FUNDS,1,2,33.7,13,2026-02-05T15:00:00,0.4585,0
P100680,C137,1717.24,UPI,NETWORK_FAILURE,2,1,1.9,25,2026-03-27T14:00:00,0.904,1
P100681,C423,6236.12,UPI,REPEATED_DECLINE,3,2,53.5,29,2026-01-29T12:00:00,0.224,0
P100682,C481,3129.43,CARD,BANK_TECHNICAL_FAILURE,0,0,29.4,8,2026-02-16T16:00:00,0.7696,0
P100683,C520,4025.5,NETBANKING,REPEATED_DECLINE,2,3,20.3,22,2026-02-10T21:00:00,0.0389,0
